WKVSFAM,HRSRELAX,LEARNNEW,WORKFAST,WORKDIFF,LOTOFSAY,KNOWWHAT,MYSKILLS,RESPECT,TRUSTMAN,SAFETYWK,WKDECIDE,SETTHNGS,PROMTEOK,WKFREEDM,JOBSECOK,TRAINOPS,WKPRAISE,FAIREARN,HEALTH1
0.7550191565268626,-0.6330011524396193,-1.5735962406655497,-1.0102141705889507,-1.8374846422176478,-1.0516997040523028,-0.5319338117648283,-1.837468109247596,-0.44705393916096015,-1.2099425180702879,-0.47037564902786505,-2.276197074763089,2.3774740382777195,-1.5297881764728671,-2.8975726939469597,-1.5487803436521714,1.011031953595502,0,0.5093027703347739,1.640984694190067
0.7550191565268626,-0.994991942467444,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-1.909038982474896,0.9565302323982144,-0.903090152799388,0.4133903482059004,0.7587150883978843,-0.38683049543666526,2.618093717240821,0,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,-0.27101036241179466,0.9605377760100979,1.4540434349732276,1.011488140437494,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-1.2099425180702879,-0.47037564902786505,0.9565302323982144,-0.903090152799388,0.4133903482059004,-0.46004750571706376,-0.38683049543666526,1.011031953595502,1,-1.793034717689232,0.6687188045481737
-0.2568589140581295,-0.6330011524396193,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,0.9682876844191658,-0.12104553665555327,1.2839526412520172,0.4133903482059004,-0.46004750571706376,0.7751193527788409,-0.5960298100498169,0,-1.793034717689232,0.6687188045481737
-0.2568589140581295,-0.27101036241179466,0.9605377760100979,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,1.0415932792342568,1.0464061280360837,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,0.4133903482059004,-0.46004750571706376,-1.5487803436521714,1.011031953595502,1,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,-1.3569827324952688,-1.5735962406655497,0.22191463219213844,-1.8374846422176478,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-2.276197074763089,2.3774740382777195,-0.5581989141334834,-1.678810099832012,-0.38683049543666526,-0.5960298100498169,1,-1.793034717689232,-0.3035470850937195
0.7550191565268626,0.09098042761603005,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,1.0219370022539684,1.0415932792342568,1.0464061280360837,-1.2099425180702879,-1.909038982474896,0.9565302323982144,0.19043124422631458,-0.5581989141334834,0.7587150883978843,-1.5487803436521714,-0.5960298100498169,1,-1.793034717689232,-1.2758129747356128
-0.2568589140581295,0.45297121764385473,0.9605377760100979,1.4540434349732276,1.011488140437494,1.2245427114415437,-0.5319338117648283,1.0415932792342568,1.0464061280360837,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,0.19043124422631458,-0.5581989141334834,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,-0.6418659736772291,-0.3035470850937195
-0.2568589140581295,-0.27101036241179466,0.9605377760100979,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-1.909038982474896,-0.12104553665555327,0.19043124422631458,0.4133903482059004,0.7587150883978843,-0.38683049543666526,-0.5960298100498169,0,-1.793034717689232,-1.2758129747356128
-0.2568589140581295,0.09098042761603005,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,1.0219370022539684,1.0415932792342568,1.0464061280360837,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,-0.903090152799388,0.4133903482059004,-0.46004750571706376,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-0.3035470850937195
0.7550191565268626,-0.994991942467444,0.9605377760100979,1.4540434349732276,-0.41299825089007697,0.08642150369462044,-2.085804625783625,-0.39793741500666957,-0.44705393916096015,-1.2099425180702879,-0.47037564902786505,-2.276197074763089,0.19043124422631458,1.3849796105452843,-0.46004750571706376,-2.7107301918676776,-2.203091573695136,1,-0.6418659736772291,1.640984694190067
1.7668972271118548,-0.27101036241179466,-0.3065292323277259,-1.0102141705889507,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,-1.2099425180702879,-0.47037564902786505,0.9565302323982144,-0.903090152799388,-0.5581989141334834,-0.46004750571706376,0.7751193527788409,-0.5960298100498169,0,-1.793034717689232,-0.3035470850937195
-0.2568589140581295,0.09098042761603005,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,2.3774740382777195,1.3849796105452843,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,-1.793034717689232,-1.2758129747356128
-0.2568589140581295,-0.27101036241179466,0.9605377760100979,1.4540434349732276,1.011488140437494,1.2245427114415437,-0.5319338117648283,1.0415932792342568,1.0464061280360837,1.1688895640333565,0.9682876844191658,0.9565302323982144,-0.903090152799388,-0.5581989141334834,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-0.3035470850937195
-0.2568589140581295,0.45297121764385473,-0.3065292323277259,0.22191463219213844,1.011488140437494,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-1.2099425180702879,0.9682876844191658,0.9565302323982144,0.19043124422631458,1.3849796105452843,-0.46004750571706376,-0.38683049543666526,-0.5960298100498169,1,-0.6418659736772291,-1.2758129747356128
-0.2568589140581295,0.45297121764385473,0.9605377760100979,1.4540434349732276,1.011488140437494,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,-0.5581989141334834,-1.678810099832012,0.7751193527788409,-0.5960298100498169,1,-1.793034717689232,0.6687188045481737
0.7550191565268626,0.45297121764385473,0.9605377760100979,1.4540434349732276,1.011488140437494,1.2245427114415437,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,0.9682876844191658,-0.12104553665555327,0.19043124422631458,0.4133903482059004,0.7587150883978843,-0.38683049543666526,1.011031953595502,0,-0.6418659736772291,0.6687188045481737
-0.2568589140581295,0.45297121764385473,0.9605377760100979,1.4540434349732276,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,1.1688895640333565,0.9682876844191658,0.9565302323982144,-0.903090152799388,1.3849796105452843,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,0.6687188045481737
1.7668972271118548,-1.3569827324952688,0.9605377760100979,-1.0102141705889507,1.011488140437494,0.08642150369462044,-2.085804625783625,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,-0.903090152799388,-1.5297881764728671,0.7587150883978843,-0.38683049543666526,1.011031953595502,0,-1.793034717689232,2.6132505838319604
1.7668972271118548,0.8149620076716794,0.9605377760100979,1.4540434349732276,1.011488140437494,-2.189820911799226,-2.085804625783625,-3.2769988034885222,-0.44705393916096015,-1.2099425180702879,-3.3477023159219264,-0.12104553665555327,1.2839526412520172,0.4133903482059004,-0.46004750571706376,0.7751193527788409,2.618093717240821,0,0.5093027703347739,1.640984694190067
-0.2568589140581295,-1.3569827324952688,-0.3065292323277259,-1.0102141705889507,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,-0.020526477018465647,0.9682876844191658,0.9565302323982144,-0.903090152799388,0.4133903482059004,0.7587150883978843,-1.5487803436521714,-0.5960298100498169,0,-1.793034717689232,0.6687188045481737
0.7550191565268626,0.09098042761603005,-0.3065292323277259,-1.0102141705889507,1.011488140437494,1.2245427114415437,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,0.9682876844191658,0.9565302323982144,0.19043124422631458,1.3849796105452843,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-1.2758129747356128
-0.2568589140581295,0.45297121764385473,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,-0.5581989141334834,-0.46004750571706376,-0.38683049543666526,1.011031953595502,1,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,-0.6330011524396193,0.9605377760100979,0.22191463219213844,1.011488140437494,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,1.1688895640333565,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,1.3849796105452843,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,-0.6418659736772291,0.6687188045481737
1.7668972271118548,-0.994991942467444,-0.3065292323277259,-1.0102141705889507,1.011488140437494,1.2245427114415437,-2.085804625783625,-0.39793741500666957,-0.44705393916096015,-1.2099425180702879,-0.47037564902786505,0.9565302323982144,-0.903090152799388,-1.5297881764728671,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,0.5093027703347739,0.6687188045481737
-0.2568589140581295,-0.27101036241179466,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,1.2245427114415437,-0.5319338117648283,1.0415932792342568,1.0464061280360837,1.1688895640333565,0.9682876844191658,0.9565302323982144,-0.903090152799388,0.4133903482059004,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,2.9869067478386278,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,0.08642150369462044,1.0219370022539684,1.0415932792342568,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,-1.5297881764728671,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,0.5093027703347739,0.6687188045481737
0.7550191565268626,-0.27101036241179466,-0.3065292323277259,1.4540434349732276,-0.41299825089007697,1.2245427114415437,1.0219370022539684,-1.837468109247596,-1.940514006358004,-1.2099425180702879,0.9682876844191658,-2.276197074763089,-0.903090152799388,-1.5297881764728671,-1.678810099832012,-2.7107301918676776,-0.5960298100498169,0,-1.793034717689232,0.6687188045481737
-0.2568589140581295,-0.27101036241179466,0.9605377760100979,0.22191463219213844,-0.41299825089007697,0.08642150369462044,1.0219370022539684,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,-0.903090152799388,0.4133903482059004,-0.46004750571706376,-0.38683049543666526,-0.5960298100498169,1,0.5093027703347739,0.6687188045481737
-1.2687369846431216,0.09098042761603005,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,1.2245427114415437,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,-0.903090152799388,1.3849796105452843,0.7587150883978843,-0.38683049543666526,-0.5960298100498169,1,0.5093027703347739,-0.3035470850937195
0.7550191565268626,0.09098042761603005,0.9605377760100979,-1.0102141705889507,-0.41299825089007697,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,0.9682876844191658,-1.1986213057093211,0.19043124422631458,1.3849796105452843,-0.46004750571706376,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-1.2758129747356128
-1.2687369846431216,1.176952797699504,-2.8406632490033736,1.4540434349732276,1.011488140437494,1.2245427114415437,-3.639675439802422,1.0415932792342568,1.0464061280360837,-1.2099425180702879,0.9682876844191658,0.9565302323982144,-0.903090152799388,-1.5297881764728671,0.7587150883978843,-0.38683049543666526,-0.5960298100498169,0,0.5093027703347739,-0.3035470850937195
-0.2568589140581295,0.45297121764385473,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,-0.903090152799388,1.3849796105452843,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,-0.6418659736772291,-0.3035470850937195
1.7668972271118548,-0.994991942467444,-0.3065292323277259,0.22191463219213844,1.011488140437494,-1.0516997040523028,1.0219370022539684,1.0415932792342568,-1.940514006358004,-1.2099425180702879,-1.909038982474896,-2.276197074763089,2.3774740382777195,0.4133903482059004,-0.46004750571706376,0.7751193527788409,1.011031953595502,0,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,0.09098042761603005,-2.8406632490033736,-1.0102141705889507,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,1.1688895640333565,0.9682876844191658,-0.12104553665555327,-0.903090152799388,1.3849796105452843,0.7587150883978843,-0.38683049543666526,-0.5960298100498169,0,0.5093027703347739,-1.2758129747356128
-0.2568589140581295,0.09098042761603005,-1.5735962406655497,0.22191463219213844,-1.8374846422176478,-1.0516997040523028,-0.5319338117648283,-1.837468109247596,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,1.2839526412520172,-0.5581989141334834,-0.46004750571706376,-0.38683049543666526,-0.5960298100498169,0,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,0.8149620076716794,-0.3065292323277259,0.22191463219213844,1.011488140437494,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-1.2099425180702879,-0.47037564902786505,-0.12104553665555327,1.2839526412520172,-0.5581989141334834,-0.46004750571706376,-0.38683049543666526,1.011031953595502,1,0.5093027703347739,-0.3035470850937195
0.7550191565268626,0.45297121764385473,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,-1.5297881764728671,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,-1.793034717689232,-1.2758129747356128
-0.2568589140581295,0.09098042761603005,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,0.19043124422631458,-0.5581989141334834,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,0.5093027703347739,-0.3035470850937195
-1.2687369846431216,0.8149620076716794,-1.5735962406655497,0.22191463219213844,-1.8374846422176478,0.08642150369462044,1.0219370022539684,-0.39793741500666957,-0.44705393916096015,-1.2099425180702879,-1.909038982474896,-2.276197074763089,0.19043124422631458,-1.5297881764728671,-0.46004750571706376,-0.38683049543666526,1.011031953595502,1,-1.793034717689232,1.640984694190067
0.7550191565268626,-0.27101036241179466,-1.5735962406655497,0.22191463219213844,-0.41299825089007697,0.08642150369462044,1.0219370022539684,1.0415932792342568,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,-0.903090152799388,-0.5581989141334834,0.7587150883978843,0.7751193527788409,-0.5960298100498169,0,-0.6418659736772291,0.6687188045481737
-1.2687369846431216,0.09098042761603005,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,-1.0516997040523028,1.0219370022539684,-0.39793741500666957,1.0464061280360837,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,0.4133903482059004,-0.46004750571706376,0.7751193527788409,-0.5960298100498169,0,-0.6418659736772291,-0.3035470850937195
0.7550191565268626,0.09098042761603005,-0.3065292323277259,-1.0102141705889507,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,1.0464061280360837,1.1688895640333565,0.9682876844191658,-0.12104553665555327,1.2839526412520172,-1.5297881764728671,0.7587150883978843,0.7751193527788409,-0.5960298100498169,0,-1.793034717689232,-0.3035470850937195
-0.2568589140581295,0.45297121764385473,-0.3065292323277259,-1.0102141705889507,-1.8374846422176478,0.08642150369462044,-0.5319338117648283,1.0415932792342568,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,0.4133903482059004,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,-1.793034717689232,-0.3035470850937195
-1.2687369846431216,0.8149620076716794,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,0.4133903482059004,-0.46004750571706376,-0.38683049543666526,1.011031953595502,1,-1.793034717689232,-0.3035470850937195
0.7550191565268626,2.2629251677829783,0.9605377760100979,1.4540434349732276,-1.8374846422176478,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,1.2839526412520172,-1.5297881764728671,0.7587150883978843,-0.38683049543666526,-0.5960298100498169,1,0.5093027703347739,-0.3035470850937195
-0.2568589140581295,-0.27101036241179466,0.9605377760100979,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,0.19043124422631458,1.3849796105452843,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,-0.6418659736772291,1.640984694190067
1.7668972271118548,0.8149620076716794,-2.8406632490033736,-2.24234297337004,-0.41299825089007697,-1.0516997040523028,1.0219370022539684,-3.2769988034885222,1.0464061280360837,-2.3993585591221103,-3.3477023159219264,-2.276197074763089,2.3774740382777195,-1.5297881764728671,-0.46004750571706376,0.7751193527788409,-2.203091573695136,0,-0.6418659736772291,-1.2758129747356128
-1.2687369846431216,0.8149620076716794,-1.5735962406655497,-1.0102141705889507,-0.41299825089007697,0.08642150369462044,1.0219370022539684,-0.39793741500666957,1.0464061280360837,1.1688895640333565,-0.47037564902786505,-0.12104553665555327,0.19043124422631458,-0.5581989141334834,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,0.6687188045481737
-1.2687369846431216,0.45297121764385473,0.9605377760100979,0.22191463219213844,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,-0.903090152799388,1.3849796105452843,-0.46004750571706376,-1.5487803436521714,-0.5960298100498169,1,1.660471514346777,0.6687188045481737
-0.2568589140581295,-0.994991942467444,0.9605377760100979,0.22191463219213844,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,-0.020526477018465647,0.9682876844191658,0.9565302323982144,-0.903090152799388,1.3849796105452843,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,-0.6418659736772291,-1.2758129747356128
-1.2687369846431216,0.09098042761603005,0.9605377760100979,1.4540434349732276,1.011488140437494,0.08642150369462044,-0.5319338117648283,-0.39793741500666957,1.0464061280360837,-1.2099425180702879,-0.47037564902786505,0.9565302323982144,-0.903090152799388,0.4133903482059004,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-1.2758129747356128
-0.2568589140581295,0.09098042761603005,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,-1.0516997040523028,-2.085804625783625,-0.39793741500666957,-1.940514006358004,-2.3993585591221103,-0.47037564902786505,-2.276197074763089,2.3774740382777195,-1.5297881764728671,-1.678810099832012,-2.7107301918676776,-0.5960298100498169,0,0.5093027703347739,0.6687188045481737
0.7550191565268626,-0.27101036241179466,0.9605377760100979,1.4540434349732276,1.011488140437494,1.2245427114415437,1.0219370022539684,1.0415932792342568,1.0464061280360837,1.1688895640333565,0.9682876844191658,0.9565302323982144,-0.903090152799388,0.4133903482059004,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,1.660471514346777,-1.2758129747356128
-0.2568589140581295,-0.6330011524396193,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,-1.0516997040523028,1.0219370022539684,-0.39793741500666957,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,0.9565302323982144,-0.903090152799388,-1.5297881764728671,0.7587150883978843,0.7751193527788409,-0.5960298100498169,1,0.5093027703347739,-0.3035470850937195
0.7550191565268626,-0.994991942467444,-0.3065292323277259,0.22191463219213844,-0.41299825089007697,0.08642150369462044,-0.5319338117648283,-1.837468109247596,-1.940514006358004,-2.3993585591221103,-3.3477023159219264,-0.12104553665555327,0.19043124422631458,-0.5581989141334834,-1.678810099832012,-2.7107301918676776,2.618093717240821,0,-1.793034717689232,1.640984694190067
0.7550191565268626,-1.3569827324952688,0.9605377760100979,1.4540434349732276,1.011488140437494,0.08642150369462044,1.0219370022539684,1.0415932792342568,-0.44705393916096015,-1.2099425180702879,-3.3477023159219264,0.9565302323982144,-0.903090152799388,-1.5297881764728671,0.7587150883978843,0.7751193527788409,1.011031953595502,0,0.5093027703347739,0.6687188045481737
0.7550191565268626,-0.27101036241179466,-0.3065292323277259,0.22191463219213844,-1.8374846422176478,-1.0516997040523028,-0.5319338117648283,-0.39793741500666957,-1.940514006358004,-2.3993585591221103,0.9682876844191658,-0.12104553665555327,0.19043124422631458,0.4133903482059004,-0.46004750571706376,-0.38683049543666526,1.011031953595502,0,0.5093027703347739,0.6687188045481737
-0.2568589140581295,-0.27101036241179466,-1.5735962406655497,0.22191463219213844,1.011488140437494,0.08642150369462044,1.0219370022539684,-1.837468109247596,-0.44705393916096015,-0.020526477018465647,-0.47037564902786505,-1.1986213057093211,-0.903090152799388,-0.5581989141334834,-1.678810099832012,0.7751193527788409,1.011031953595502,0,0.5093027703347739,-0.3035470850937195
